study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
NCT:NCT05821010,needs_manual_extraction,ClinicalTrials.gov,NCT05821010,https://clinicaltrials.gov/study/NCT05821010,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06612164,needs_manual_extraction,ClinicalTrials.gov,NCT06612164,https://clinicaltrials.gov/study/NCT06612164,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:38140284,needs_manual_extraction,PubMed,38140284,https://europepmc.org/article/MED/38140284,10.3390/nu15245025,38140284,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37248499,needs_manual_extraction,PubMed,37248499,https://pubmed.ncbi.nlm.nih.gov/37248499/,10.1186/s13063-023-07383-0,37248499,needs_manual_extraction,,HA4597,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05417360,needs_manual_extraction,ClinicalTrials.gov,NCT05417360,https://clinicaltrials.gov/study/NCT05417360,,,needs_manual_extraction,Akkermansia and,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05353504,needs_manual_extraction,ClinicalTrials.gov,NCT05353504,https://clinicaltrials.gov/study/NCT05353504,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05255367,needs_manual_extraction,ClinicalTrials.gov,NCT05255367,https://clinicaltrials.gov/study/NCT05255367,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04962633,needs_manual_extraction,ClinicalTrials.gov,NCT04962633,https://clinicaltrials.gov/study/NCT04962633,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06327919,needs_manual_extraction,ClinicalTrials.gov,NCT06327919,https://clinicaltrials.gov/study/NCT06327919,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05207488,needs_manual_extraction,ClinicalTrials.gov,NCT05207488,https://clinicaltrials.gov/study/NCT05207488,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05000775,needs_manual_extraction,ClinicalTrials.gov,NCT05000775,https://clinicaltrials.gov/study/NCT05000775,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05405205,needs_manual_extraction,ClinicalTrials.gov,NCT05405205,https://clinicaltrials.gov/study/NCT05405205,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04884776,needs_manual_extraction,ClinicalTrials.gov,NCT04884776,https://clinicaltrials.gov/study/NCT04884776,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04863313,needs_manual_extraction,ClinicalTrials.gov,NCT04863313,https://clinicaltrials.gov/study/NCT04863313,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:33915854,needs_manual_extraction,PubMed,33915854,https://pubmed.ncbi.nlm.nih.gov/33915854/,10.3390/nu13041160,33915854,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05114018,needs_manual_extraction,ClinicalTrials.gov,NCT05114018,https://clinicaltrials.gov/study/NCT05114018,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04561284,needs_manual_extraction,ClinicalTrials.gov,NCT04561284,https://clinicaltrials.gov/study/NCT04561284,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04130321,needs_manual_extraction,ClinicalTrials.gov,NCT04130321,https://clinicaltrials.gov/study/NCT04130321,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04754464,needs_manual_extraction,ClinicalTrials.gov,NCT04754464,https://clinicaltrials.gov/study/NCT04754464,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04097106,needs_manual_extraction,ClinicalTrials.gov,NCT04097106,https://clinicaltrials.gov/study/NCT04097106,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:33326198,needs_manual_extraction,PubMed,33326198,https://pubmed.ncbi.nlm.nih.gov/33326198/,10.18388/abp.2020_5443,33326198,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:32521799,needs_manual_extraction,PubMed,32521799,https://pubmed.ncbi.nlm.nih.gov/32521799/,10.3390/jcm9061788,32521799,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:30595036,needs_manual_extraction,PubMed,30595036,https://pubmed.ncbi.nlm.nih.gov/30595036/,10.1080/10408398.2018.1545218,30595036,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04555447,needs_manual_extraction,ClinicalTrials.gov,NCT04555447,https://clinicaltrials.gov/study/NCT04555447,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04398693,needs_manual_extraction,ClinicalTrials.gov,NCT04398693,https://clinicaltrials.gov/study/NCT04398693,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05162209,needs_manual_extraction,ClinicalTrials.gov,NCT05162209,https://clinicaltrials.gov/study/NCT05162209,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03727321,needs_manual_extraction,ClinicalTrials.gov,NCT03727321,https://clinicaltrials.gov/study/NCT03727321,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04498455,needs_manual_extraction,ClinicalTrials.gov,NCT04498455,https://clinicaltrials.gov/study/NCT04498455,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03800277,needs_manual_extraction,ClinicalTrials.gov,NCT03800277,https://clinicaltrials.gov/study/NCT03800277,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03312660,needs_manual_extraction,ClinicalTrials.gov,NCT03312660,https://clinicaltrials.gov/study/NCT03312660,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03530501,needs_manual_extraction,ClinicalTrials.gov,NCT03530501,https://clinicaltrials.gov/study/NCT03530501,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02768818,needs_manual_extraction,ClinicalTrials.gov,NCT02768818,https://clinicaltrials.gov/study/NCT02768818,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02660333,needs_manual_extraction,ClinicalTrials.gov,NCT02660333,https://clinicaltrials.gov/study/NCT02660333,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02637115,needs_manual_extraction,ClinicalTrials.gov,NCT02637115,https://clinicaltrials.gov/study/NCT02637115,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02041975,needs_manual_extraction,ClinicalTrials.gov,NCT02041975,https://clinicaltrials.gov/study/NCT02041975,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02773927,needs_manual_extraction,ClinicalTrials.gov,NCT02773927,https://clinicaltrials.gov/study/NCT02773927,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02355210,needs_manual_extraction,ClinicalTrials.gov,NCT02355210,https://clinicaltrials.gov/study/NCT02355210,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03261466,needs_manual_extraction,ClinicalTrials.gov,NCT03261466,https://clinicaltrials.gov/study/NCT03261466,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01978691,needs_manual_extraction,ClinicalTrials.gov,NCT01978691,https://clinicaltrials.gov/study/NCT01978691,,,needs_manual_extraction,Bifidobacterium and,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:23614897,needs_manual_extraction,PubMed,23614897,https://pubmed.ncbi.nlm.nih.gov/23614897/,10.1017/S0007114513001037,23614897,needs_manual_extraction,Lactobacillus gasseri,SBT2055,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01724736,needs_manual_extraction,ClinicalTrials.gov,NCT01724736,https://clinicaltrials.gov/study/NCT01724736,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01620125,needs_manual_extraction,ClinicalTrials.gov,NCT01620125,https://clinicaltrials.gov/study/NCT01620125,,,needs_manual_extraction,,DSM 17938,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01235026,needs_manual_extraction,ClinicalTrials.gov,NCT01235026,https://clinicaltrials.gov/study/NCT01235026,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01106924,needs_manual_extraction,ClinicalTrials.gov,NCT01106924,https://clinicaltrials.gov/study/NCT01106924,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01249378,needs_manual_extraction,ClinicalTrials.gov,NCT01249378,https://clinicaltrials.gov/study/NCT01249378,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT07600567,needs_manual_extraction,ClinicalTrials.gov,NCT07600567,https://clinicaltrials.gov/study/NCT07600567,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT07354386,needs_manual_extraction,ClinicalTrials.gov,NCT07354386,https://clinicaltrials.gov/study/NCT07354386,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT07464691,needs_manual_extraction,ClinicalTrials.gov,NCT07464691,https://clinicaltrials.gov/study/NCT07464691,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41852479,needs_manual_extraction,PubMed,41852479,https://europepmc.org/article/MED/41852479,10.3389/fendo.2026.1765741,41852479,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41599922,needs_manual_extraction,PubMed,41599922,https://europepmc.org/article/MED/41599922,10.3390/nu18020307,41599922,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC12937403,needs_manual_extraction,publisher supplementary data,PMC12937403,,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06963840,needs_manual_extraction,ClinicalTrials.gov,NCT06963840,https://clinicaltrials.gov/study/NCT06963840,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06786052,needs_manual_extraction,ClinicalTrials.gov,NCT06786052,https://clinicaltrials.gov/study/NCT06786052,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06891105,needs_manual_extraction,ClinicalTrials.gov,NCT06891105,https://clinicaltrials.gov/study/NCT06891105,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06957717,needs_manual_extraction,ClinicalTrials.gov,NCT06957717,https://clinicaltrials.gov/study/NCT06957717,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT07342946,needs_manual_extraction,ClinicalTrials.gov,NCT07342946,https://clinicaltrials.gov/study/NCT07342946,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41567324,needs_manual_extraction,PubMed,41567324,https://europepmc.org/article/MED/41567324,10.3389/fnut.2025.1717047,41567324,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40944126,needs_manual_extraction,PubMed,40944126,https://europepmc.org/article/MED/40944126,10.3390/nu17172734,40944126,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41430243,needs_manual_extraction,PubMed,41430243,https://pubmed.ncbi.nlm.nih.gov/41430243/,10.1186/s12937-025-01270-x,41430243,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40484149,needs_manual_extraction,PubMed,40484149,https://pubmed.ncbi.nlm.nih.gov/40484149/,10.1016/j.bbi.2025.06.002,40484149,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39636391,needs_manual_extraction,PubMed,39636391,https://pubmed.ncbi.nlm.nih.gov/39636391/,10.1007/s00404-024-07833-3,39636391,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05942586,needs_manual_extraction,ClinicalTrials.gov,NCT05942586,https://clinicaltrials.gov/study/NCT05942586,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05882149,needs_manual_extraction,ClinicalTrials.gov,NCT05882149,https://clinicaltrials.gov/study/NCT05882149,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06959043,needs_manual_extraction,ClinicalTrials.gov,NCT06959043,https://clinicaltrials.gov/study/NCT06959043,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05140070,needs_manual_extraction,ClinicalTrials.gov,NCT05140070,https://clinicaltrials.gov/study/NCT05140070,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04810572,needs_manual_extraction,ClinicalTrials.gov,NCT04810572,https://clinicaltrials.gov/study/NCT04810572,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04685057,needs_manual_extraction,ClinicalTrials.gov,NCT04685057,https://clinicaltrials.gov/study/NCT04685057,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04985877,needs_manual_extraction,ClinicalTrials.gov,NCT04985877,https://clinicaltrials.gov/study/NCT04985877,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34959933,needs_manual_extraction,PubMed,34959933,https://pubmed.ncbi.nlm.nih.gov/34959933/,10.3390/nu13124376,34959933,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04507867,needs_manual_extraction,ClinicalTrials.gov,NCT04507867,https://clinicaltrials.gov/study/NCT04507867,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04324749,needs_manual_extraction,ClinicalTrials.gov,NCT04324749,https://clinicaltrials.gov/study/NCT04324749,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04136587,needs_manual_extraction,ClinicalTrials.gov,NCT04136587,https://clinicaltrials.gov/study/NCT04136587,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03924089,needs_manual_extraction,ClinicalTrials.gov,NCT03924089,https://clinicaltrials.gov/study/NCT03924089,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT05073029,needs_manual_extraction,ClinicalTrials.gov,NCT05073029,https://clinicaltrials.gov/study/NCT05073029,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT04520724,needs_manual_extraction,ClinicalTrials.gov,NCT04520724,https://clinicaltrials.gov/study/NCT04520724,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03994055,needs_manual_extraction,ClinicalTrials.gov,NCT03994055,https://clinicaltrials.gov/study/NCT03994055,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03272542,needs_manual_extraction,ClinicalTrials.gov,NCT03272542,https://clinicaltrials.gov/study/NCT03272542,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03123510,needs_manual_extraction,ClinicalTrials.gov,NCT03123510,https://clinicaltrials.gov/study/NCT03123510,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03322449,needs_manual_extraction,ClinicalTrials.gov,NCT03322449,https://clinicaltrials.gov/study/NCT03322449,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03377946,needs_manual_extraction,ClinicalTrials.gov,NCT03377946,https://clinicaltrials.gov/study/NCT03377946,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03100162,needs_manual_extraction,ClinicalTrials.gov,NCT03100162,https://clinicaltrials.gov/study/NCT03100162,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:25909598,needs_manual_extraction,PubMed,25909598,https://pubmed.ncbi.nlm.nih.gov/25909598/,10.1097/MCG.0000000000000328,25909598,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03051399,needs_manual_extraction,ClinicalTrials.gov,NCT03051399,https://clinicaltrials.gov/study/NCT03051399,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT03528707,needs_manual_extraction,ClinicalTrials.gov,NCT03528707,https://clinicaltrials.gov/study/NCT03528707,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02448940,needs_manual_extraction,ClinicalTrials.gov,NCT02448940,https://clinicaltrials.gov/study/NCT02448940,,,needs_manual_extraction,Lactobacillus on,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01983046,needs_manual_extraction,ClinicalTrials.gov,NCT01983046,https://clinicaltrials.gov/study/NCT01983046,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT02158676,needs_manual_extraction,ClinicalTrials.gov,NCT02158676,https://clinicaltrials.gov/study/NCT02158676,,,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01913678,needs_manual_extraction,ClinicalTrials.gov,NCT01913678,https://clinicaltrials.gov/study/NCT01913678,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01922791,needs_manual_extraction,ClinicalTrials.gov,NCT01922791,https://clinicaltrials.gov/study/NCT01922791,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT01680640,needs_manual_extraction,ClinicalTrials.gov,NCT01680640,https://clinicaltrials.gov/study/NCT01680640,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
