study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
EUROPEPMC:35009009,needs_manual_extraction,PubMed,35009009,https://europepmc.org/article/MED/35009009,10.3390/plants11010004,35009009,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:33477821,needs_manual_extraction,PubMed,33477821,https://pubmed.ncbi.nlm.nih.gov/33477821/,10.3390/cells10010185,33477821,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:32394034,needs_manual_extraction,PubMed,32394034,https://europepmc.org/article/MED/32394034,10.1007/s10875-020-00764-z,32394034,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:33043826,needs_manual_extraction,PubMed,33043826,https://europepmc.org/article/MED/33043826,10.1177/2050640620927345,33043826,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:32213001,needs_manual_extraction,PubMed,32213001,https://europepmc.org/article/MED/32213001,10.1177/2050640619854671,32213001,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC6265820,needs_manual_extraction,publisher supplementary data,PMC6265820,,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:27367724,needs_manual_extraction,PubMed,27367724,https://pubmed.ncbi.nlm.nih.gov/27367724/,10.3390/nu8070397,27367724,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC4669991,needs_manual_extraction,publisher supplementary data,PMC4669991,,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42039766,needs_manual_extraction,PubMed,42039766,https://europepmc.org/article/MED/42039766,10.1002/fsn3.71801,42039766,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41520055,needs_manual_extraction,PubMed,41520055,https://pubmed.ncbi.nlm.nih.gov/41520055/,10.1038/s41366-025-01971-7,41520055,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42169267,needs_manual_extraction,PubMed,42169267,https://pubmed.ncbi.nlm.nih.gov/42169267/,10.1016/j.foodres.2026.119290,42169267,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41469282,needs_manual_extraction,PubMed,41469282,https://pubmed.ncbi.nlm.nih.gov/41469282/,10.1016/j.soard.2025.11.021,41469282,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41377121,needs_manual_extraction,PubMed,41377121,https://pubmed.ncbi.nlm.nih.gov/41377121/,10.1016/j.csbj.2025.11.043,41377121,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40907063,needs_manual_extraction,PubMed,40907063,https://pubmed.ncbi.nlm.nih.gov/40907063/,10.1016/j.clnu.2025.08.018,40907063,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40725626,needs_manual_extraction,PubMed,40725626,https://pubmed.ncbi.nlm.nih.gov/40725626/,10.3390/jcm14144933,40725626,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39988008,needs_manual_extraction,PubMed,39988008,https://pubmed.ncbi.nlm.nih.gov/39988008/,10.1016/j.bbi.2025.02.014,39988008,needs_manual_extraction,Lactobacillus paracasei,F19,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37503494,needs_manual_extraction,PubMed,37503494,https://pubmed.ncbi.nlm.nih.gov/37503494/,10.7759/cureus.40948,37503494,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41901128,needs_manual_extraction,PubMed,41901128,https://europepmc.org/article/MED/41901128,10.3390/nu18060952,41901128,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41892839,needs_manual_extraction,PubMed,41892839,https://europepmc.org/article/MED/41892839,10.3390/medsci14010124,41892839,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC13093803,needs_manual_extraction,publisher supplementary data,PMC13093803,,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41717546,needs_manual_extraction,PubMed,41717546,https://europepmc.org/article/MED/41717546,10.3389/fendo.2026.1680182,41717546,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:10.64898/2026.04.01.715546,needs_manual_extraction,publisher supplementary data,10.64898/2026.04.01.715546,,10.64898/2026.04.01.715546,,needs_manual_extraction,Saccharomyces boulardii,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42016853,needs_manual_extraction,PubMed,42016853,https://europepmc.org/article/MED/42016853,10.1002/btm2.70122,42016853,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41594449,needs_manual_extraction,PubMed,41594449,https://europepmc.org/article/MED/41594449,10.3390/ani16020259,41594449,needs_manual_extraction,Bifidobacterium animalis,CECT 8145,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42169316,needs_manual_extraction,PubMed,42169316,https://pubmed.ncbi.nlm.nih.gov/42169316/,10.1016/j.foodres.2026.119354,42169316,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42047845,needs_manual_extraction,PubMed,42047845,https://pubmed.ncbi.nlm.nih.gov/42047845/,10.1007/s00394-026-03967-z,42047845,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42042874,needs_manual_extraction,PubMed,42042874,https://pubmed.ncbi.nlm.nih.gov/42042874/,10.3390/metabo16040228,42042874,needs_manual_extraction,,BC99,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41881081,needs_manual_extraction,PubMed,41881081,https://pubmed.ncbi.nlm.nih.gov/41881081/,10.1016/j.fitote.2026.107203,41881081,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41834998,needs_manual_extraction,PubMed,41834998,https://pubmed.ncbi.nlm.nih.gov/41834998/,10.3389/fcimb.2026.1781222,41834998,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41830637,needs_manual_extraction,PubMed,41830637,https://pubmed.ncbi.nlm.nih.gov/41830637/,10.1021/acs.jafc.5c14405,41830637,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41800297,needs_manual_extraction,PubMed,41800297,https://pubmed.ncbi.nlm.nih.gov/41800297/,10.2147/DDDT.S595588,41800297,needs_manual_extraction,,CD36,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41738389,needs_manual_extraction,PubMed,41738389,https://pubmed.ncbi.nlm.nih.gov/41738389/,10.1039/d5fo04941e,41738389,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41697114,needs_manual_extraction,PubMed,41697114,https://pubmed.ncbi.nlm.nih.gov/41697114/,10.23736/S2724-6507.25.04483-5,41697114,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41654113,needs_manual_extraction,PubMed,41654113,https://pubmed.ncbi.nlm.nih.gov/41654113/,10.1016/j.cireng.2026.800297,41654113,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41598253,needs_manual_extraction,PubMed,41598253,https://pubmed.ncbi.nlm.nih.gov/41598253/,10.3390/life16010098,41598253,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42060057,needs_manual_extraction,PubMed,42060057,https://pubmed.ncbi.nlm.nih.gov/42060057/,10.1007/s12602-026-11035-5,42060057,needs_manual_extraction,Lacticaseibacillus rhamnosus,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41727680,needs_manual_extraction,PubMed,41727680,https://pubmed.ncbi.nlm.nih.gov/41727680/,10.3389/fendo.2026.1734041,41727680,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41475319,needs_manual_extraction,PubMed,41475319,https://pubmed.ncbi.nlm.nih.gov/41475319/,10.1016/j.nut.2025.113033,41475319,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41568048,needs_manual_extraction,PubMed,41568048,https://europepmc.org/article/MED/41568048,10.3389/fmicb.2025.1627870,41568048,probiotic,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41007736,needs_manual_extraction,PubMed,41007736,https://europepmc.org/article/MED/41007736,10.3390/biomedicines13092173,41007736,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41010468,needs_manual_extraction,PubMed,41010468,https://europepmc.org/article/MED/41010468,10.3390/nu17182942,41010468,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40328980,needs_manual_extraction,PubMed,40328980,https://europepmc.org/article/MED/40328980,10.1038/s41564-025-01989-7,40328980,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40362873,needs_manual_extraction,PubMed,40362873,https://europepmc.org/article/MED/40362873,10.3390/nu17091564,40362873,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40606560,needs_manual_extraction,PubMed,40606560,https://pubmed.ncbi.nlm.nih.gov/40606560/,10.1007/s43657-024-00165-x,40606560,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40046174,needs_manual_extraction,PubMed,40046174,https://pubmed.ncbi.nlm.nih.gov/40046174/,10.2147/JAA.S478329,40046174,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39778852,needs_manual_extraction,PubMed,39778852,https://pubmed.ncbi.nlm.nih.gov/39778852/,10.1016/j.ijbiomac.2025.139577,39778852,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41313537,needs_manual_extraction,PubMed,41313537,https://pubmed.ncbi.nlm.nih.gov/41313537/,10.1007/s12602-025-10855-1,41313537,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41061287,needs_manual_extraction,PubMed,41061287,https://pubmed.ncbi.nlm.nih.gov/41061287/,10.1016/j.phymed.2025.157314,41061287,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40460250,needs_manual_extraction,PubMed,40460250,https://pubmed.ncbi.nlm.nih.gov/40460250/,10.1080/17446651.2025.2512551,40460250,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40269059,needs_manual_extraction,PubMed,40269059,https://pubmed.ncbi.nlm.nih.gov/40269059/,10.1038/s41598-025-96893-9,40269059,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39539712,needs_manual_extraction,PubMed,39539712,https://pubmed.ncbi.nlm.nih.gov/39539712/,10.3389/fmicb.2024.1381423,39539712,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38299011,needs_manual_extraction,PubMed,38299011,https://pubmed.ncbi.nlm.nih.gov/38299011/,10.1515/biol-2022-0803,38299011,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39710683,needs_manual_extraction,PubMed,39710683,https://pubmed.ncbi.nlm.nih.gov/39710683/,10.1186/s13098-024-01561-z,39710683,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39200335,needs_manual_extraction,PubMed,39200335,https://pubmed.ncbi.nlm.nih.gov/39200335/,10.3390/biomedicines12081871,39200335,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39064763,needs_manual_extraction,PubMed,39064763,https://pubmed.ncbi.nlm.nih.gov/39064763/,10.3390/nu16142321,39064763,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38612951,needs_manual_extraction,PubMed,38612951,https://pubmed.ncbi.nlm.nih.gov/38612951/,10.3390/nu16070917,38612951,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37724572,needs_manual_extraction,PubMed,37724572,https://pubmed.ncbi.nlm.nih.gov/37724572/,10.1080/10408398.2023.2257782,37724572,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37971504,needs_manual_extraction,PubMed,37971504,https://pubmed.ncbi.nlm.nih.gov/37971504/,10.1007/s00125-023-06044-w,37971504,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37960202,needs_manual_extraction,PubMed,37960202,https://pubmed.ncbi.nlm.nih.gov/37960202/,10.3390/nu15214549,37960202,needs_manual_extraction,Lactobacillus kefiri,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35565835,needs_manual_extraction,PubMed,35565835,https://pubmed.ncbi.nlm.nih.gov/35565835/,10.3390/nu14091868,35565835,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35108450,needs_manual_extraction,PubMed,35108450,https://pubmed.ncbi.nlm.nih.gov/35108450/,10.1002/mnfr.202100653,35108450,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34592220,needs_manual_extraction,PubMed,34592220,https://pubmed.ncbi.nlm.nih.gov/34592220/,10.1016/j.ijbiomac.2021.09.150,34592220,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:31263284,needs_manual_extraction,PubMed,31263284,https://pubmed.ncbi.nlm.nih.gov/31263284/,10.1038/s41591-019-0495-2,31263284,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42075007,needs_manual_extraction,PubMed,42075007,https://europepmc.org/article/MED/42075007,10.3390/nu18081195,42075007,needs_manual_extraction,Bifidobacterium animalis,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42042904,needs_manual_extraction,PubMed,42042904,https://europepmc.org/article/MED/42042904,10.3390/metabo16040259,42042904,needs_manual_extraction,Lactiplantibacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42072347,needs_manual_extraction,PubMed,42072347,https://europepmc.org/article/MED/42072347,10.3390/biomedicines14040806,42072347,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41994099,needs_manual_extraction,PubMed,41994099,https://europepmc.org/article/MED/41994099,10.3389/fnut.2026.1785186,41994099,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41511159,needs_manual_extraction,PubMed,41511159,https://europepmc.org/article/MED/41511159,10.1080/19490976.2025.2612580,41511159,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41990710,needs_manual_extraction,PubMed,41990710,https://europepmc.org/article/MED/41990710,10.1016/j.canep.2026.103079,41990710,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41978103,needs_manual_extraction,PubMed,41978103,https://europepmc.org/article/MED/41978103,10.3390/nu18071052,41978103,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41901543,needs_manual_extraction,PubMed,41901543,https://europepmc.org/article/MED/41901543,10.3390/medicina62030458,41901543,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42073437,needs_manual_extraction,PubMed,42073437,https://europepmc.org/article/MED/42073437,10.3390/life16040628,42073437,postbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42193472,needs_manual_extraction,PubMed,42193472,https://europepmc.org/article/MED/42193472,10.3390/biomedicines14051147,42193472,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41634593,needs_manual_extraction,PubMed,41634593,https://europepmc.org/article/MED/41634593,10.1186/s12876-026-04618-7,41634593,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41721244,needs_manual_extraction,PubMed,41721244,https://europepmc.org/article/MED/41721244,10.1186/s12866-026-04840-z,41721244,synbiotic,Lactiplantibacillus plantarum,M10,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41555705,needs_manual_extraction,PubMed,41555705,https://europepmc.org/article/MED/41555705,10.1002/mnfr.70385,41555705,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42075780,needs_manual_extraction,PubMed,42075780,https://pubmed.ncbi.nlm.nih.gov/42075780/,10.3390/ph19040523,42075780,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41791485,needs_manual_extraction,PubMed,41791485,https://pubmed.ncbi.nlm.nih.gov/41791485/,10.1016/j.lfs.2026.124310,41791485,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41767236,needs_manual_extraction,PubMed,41767236,https://pubmed.ncbi.nlm.nih.gov/41767236/,10.1155/jnme/9988966,41767236,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41751341,needs_manual_extraction,PubMed,41751341,https://pubmed.ncbi.nlm.nih.gov/41751341/,10.3390/biomedicines14020442,41751341,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41683253,needs_manual_extraction,PubMed,41683253,https://pubmed.ncbi.nlm.nih.gov/41683253/,10.3390/nu18030431,41683253,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41660421,needs_manual_extraction,PubMed,41660421,https://pubmed.ncbi.nlm.nih.gov/41660421/,10.3389/fnut.2026.1710739,41660421,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41599794,needs_manual_extraction,PubMed,41599794,https://pubmed.ncbi.nlm.nih.gov/41599794/,10.3390/nu18020181,41599794,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41526984,needs_manual_extraction,PubMed,41526984,https://pubmed.ncbi.nlm.nih.gov/41526984/,10.1186/s13578-025-01525-4,41526984,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41491927,needs_manual_extraction,PubMed,41491927,https://pubmed.ncbi.nlm.nih.gov/41491927/,10.1186/s12866-025-04591-3,41491927,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41673409,needs_manual_extraction,PubMed,41673409,https://pubmed.ncbi.nlm.nih.gov/41673409/,10.1038/s41598-026-35214-0,41673409,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41898729,needs_manual_extraction,PubMed,41898729,https://pubmed.ncbi.nlm.nih.gov/41898729/,10.3390/ijms27062875,41898729,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41553723,needs_manual_extraction,PubMed,41553723,https://pubmed.ncbi.nlm.nih.gov/41553723/,10.1152/ajpendo.00488.2025,41553723,postbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
