evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note
PMID:24120179,PMID,24120179,Hypocaloric diet supplemented with probiotic cheese improves body mass index and blood pressure indices of obese hypertensive patients--a randomized double-blind placebo-controlled pilot study.,BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:33763720,PMID,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",BMI,"A parallel 8-week randomised controlled trial was performed involving 82 overweight and obese subjects aged (mean ± SEM) 43 ± 1.4 years with a BMI of 31.1 ± 0.5 kg/m2, habitual Western diet (CT) and sedentary lifestyle.",,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:34115318,PMID,34115318,"The Effects of Limosilactobacillus reuteri LR-99 Supplementation on Body Mass Index, Social Communication, Fine Motor Function, and Gut Microbiome Composition in Individuals with Prader-Willi Syndrome: a Randomized Double-Blinded Placebo-Controlled Trial.",BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:35487505,PMID,35487505,"Effect of Lactobacillus plantarum LMT1-48 on Body Fat in Overweight Subjects: A Randomized, Double-Blind, Placebo-Controlled Trial.",BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:36352899,PMID,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:36484872,PMID,36484872,"Effects of synbiotic supplementation on anthropometric indices and body composition in overweight or obese children and adolescents: a randomized, double-blind, placebo-controlled clinical trial.",BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:36674104,PMID,36674104,Effects of a Diet Containing Sources of Prebiotics and Probiotics and Modification of the Gut Microbiota on the Reduction of Body Fat.,BMI,"Based on the assessment of BMI (Body Mass Index), a group of 56 women aged 25-45 years (31 women group A average BMI 34.9 ± 4.86 kg/m2 and 25 women group B average BMI 33.4 ± 4.02 kg/m2) were qualified for the study.",,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:37875559,PMID,37875559,"Evaluating probiotic efficacy on weight loss in adults with overweight through a double-blind, placebo-controlled randomized trial.",BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:37916149,PMID,37916149,A specific gut microbiota signature is associated with an enhanced GLP-1 and GLP-2 secretion and improved metabolic control in patients with type 2 diabetes after metabolic Roux-en-Y gastric bypass.,BMI,"Thirteen patients aged 52.6 ± 6.5 years, BMI 39.3 ± 1.4 kg/m2, HbA1c 7.62 ± 1.5% were evaluated.",,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:37971504,PMID,37971504,Habitual carbohydrate intake is not correlated with circulating β-hydroxybutyrate levels in pregnant women with overweight and obesity at 28 weeks' gestation.,BMI,Fasting serum β-hydroxybutyrate levels amongst 108 women (mean BMI 34.7 ± 6.3 kg/m2) ranged from 22.2 to 296.5 μmol/l.,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:39639405,PMID,39639405,Gut microbiota and metabolic responses to a 12-week caloric restriction combined with strength and HIIT training in patients with obesity: a randomized trial.,BMI,"Twelve participants completed a 12-week program of caloric restriction combined with strength and HIIT training (INT, pre-BMI 37.33 ± 6.57 kg/m2), and eleven participants were designated as non-intervention controls (pre-BMI 38.65 ± 8.07 kg/m2).",,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:39940263,PMID,39940263,Changes in Hormonal Profile and Body Mass Index in Women with Polycystic Ovary Syndrome After Probiotic Intake: A 12-Week Placebo-Controlled and Randomized Clinical Study.,BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:40902730,PMID,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:42151830,PMID,42151830,Short-term synbiotic supplementation and intrahepatic triglyceride content assessed by proton MR spectroscopy: a pilot study.,BMI,,,,kg/m2,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:37181156,PMID,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:35126309,EUROPEPMC,35126309,Efficacy and Safety of,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:39792908,EUROPEPMC,39792908,"The efficacy of Lacticaseibacillus paracasei MSMC39-1 and Bifidobacterium animalis TA-1 probiotics in modulating gut microbiota and reducing the risk of the characteristics of metabolic syndrome: A randomized, double-blinded, placebo-controlled study.",weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:41366779,EUROPEPMC,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",weight,"In the probiotic group, LL001 treatment improved alanine transaminase (87.3 ± 8.2 to 71.1 ± 6.0 U/L, P = 0.01) and aspartate transaminase levels (64.9 ± 4.9 to 50.0 ± 3.5 U/L, P < 0.01), LH001 group showed body weight reduction (78.4 ± 3.0 to 77.2 ± 2.8 kg, P = 0.01), and PPKID7 reduced cholesterol levels (186.1 ± 7.0 to 178.0 ± 7.9 mmol/L, P = 0.03).",P = 0.01,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:42065141,EUROPEPMC,42065141,Effects of,weight,"The KABP051 group experienced significantly greater improvements compared with placebo on body composition measurements, including a reduction in body weight and waist circumference, which decreased in 1.97 ± 0.77 (mean ± SE) kg and 2.15 ± 0.81 (mean ± SE) cm versus placebo at the end of the intervention (both P < .05, mixed model for repeated measures [MMRM] and post-hoc analysis).",P < .05,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:42074987,EUROPEPMC,42074987,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of",weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
EUROPEPMC:42120725,EUROPEPMC,42120725,Pasteurized Akkermansia muciniphila Muc,weight,"Here we show that MucT led to lower body weight regain versus placebo at the end of the weight maintenance period (MucT: 1.2 ± 0.7 kg, placebo: 3.2 ± 0.4 kg, P = 0.012).",P = 0.012,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:33763720,PMID,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:34115318,PMID,34115318,"The Effects of Limosilactobacillus reuteri LR-99 Supplementation on Body Mass Index, Social Communication, Fine Motor Function, and Gut Microbiome Composition in Individuals with Prader-Willi Syndrome: a Randomized Double-Blinded Placebo-Controlled Trial.",weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:35487505,PMID,35487505,"Effect of Lactobacillus plantarum LMT1-48 on Body Fat in Overweight Subjects: A Randomized, Double-Blind, Placebo-Controlled Trial.",weight,"After 12 weeks of treatment, the body weight decreased significantly from 76.6±9.4 to 75.7±9.2 kg in the LMT1-48 group but did not change in the placebo group (P=0.022 between groups).",P=0.022,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:36352899,PMID,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:36674104,PMID,36674104,Effects of a Diet Containing Sources of Prebiotics and Probiotics and Modification of the Gut Microbiota on the Reduction of Body Fat.,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:37875559,PMID,37875559,"Evaluating probiotic efficacy on weight loss in adults with overweight through a double-blind, placebo-controlled randomized trial.",weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:39639405,PMID,39639405,Gut microbiota and metabolic responses to a 12-week caloric restriction combined with strength and HIIT training in patients with obesity: a randomized trial.,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:40902730,PMID,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
PMID:42151830,PMID,42151830,Short-term synbiotic supplementation and intrahepatic triglyceride content assessed by proton MR spectroscopy: a pilot study.,weight,,,,kg,,,,,,direct_variance_targeted_draft,,pending,new_direct_variance_candidate; screen full text and extract effect plus direct variance; required: effect estimate plus reported CI/SE or both-arm SD and n
