study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
EUROPEPMC:10.21203/rs.3.rs-8449196/v1,needs_manual_extraction,publisher supplementary data,10.21203/rs.3.rs-8449196/v1,,10.21203/rs.3.rs-8449196/v1,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42052391,needs_manual_extraction,PubMed,42052391,https://europepmc.org/article/MED/42052391,10.3389/fmicb.2026.1791192,42052391,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41776555,needs_manual_extraction,PubMed,41776555,https://europepmc.org/article/MED/41776555,10.1186/s13048-025-01959-x,41776555,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42105359,needs_manual_extraction,PubMed,42105359,https://pubmed.ncbi.nlm.nih.gov/42105359/,10.1093/nutrit/nuag049,42105359,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT07097974,needs_manual_extraction,ClinicalTrials.gov,NCT07097974,https://clinicaltrials.gov/study/NCT07097974,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06964932,needs_manual_extraction,ClinicalTrials.gov,NCT06964932,https://clinicaltrials.gov/study/NCT06964932,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06815926,needs_manual_extraction,ClinicalTrials.gov,NCT06815926,https://clinicaltrials.gov/study/NCT06815926,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06987279,needs_manual_extraction,ClinicalTrials.gov,NCT06987279,https://clinicaltrials.gov/study/NCT06987279,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06901739,needs_manual_extraction,ClinicalTrials.gov,NCT06901739,https://clinicaltrials.gov/study/NCT06901739,,,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40951500,needs_manual_extraction,PubMed,40951500,https://pubmed.ncbi.nlm.nih.gov/40951500/,10.52225/narra.v5i2.1562,40951500,probiotic,Lactobacillus sp,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40647296,needs_manual_extraction,PubMed,40647296,https://pubmed.ncbi.nlm.nih.gov/40647296/,10.3390/nu17132193,40647296,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39940263,needs_manual_extraction,PubMed,39940263,https://pubmed.ncbi.nlm.nih.gov/39940263/,10.3390/nu17030405,39940263,probiotic,,A 12-Week,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06722443,needs_manual_extraction,ClinicalTrials.gov,NCT06722443,https://clinicaltrials.gov/study/NCT06722443,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
NCT:NCT06192693,needs_manual_extraction,ClinicalTrials.gov,NCT06192693,https://clinicaltrials.gov/study/NCT06192693,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
