evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
PMID:41921070,literature,PubMed,41921070,https://pubmed.ncbi.nlm.nih.gov/41921070/,10.1093/lambio/ovag041,41921070,Anti-obesity effects of probiotics beyond BMI: a critical review of human clinical trials.,2026,Letters in applied microbiology,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,codex,2026-05-29
PMID:41512635,literature,PubMed,41512635,https://pubmed.ncbi.nlm.nih.gov/41512635/,10.1016/j.clnu.2025.106560,41512635,"Effects of a novel synbiotic intervention on abdominal visceral fat reductions and gut microbiota in overweight and obese adults: A randomized, double-blind, placebo-controlled trial.",2026,"Clinical nutrition (Edinburgh, Scotland)",needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,codex,2026-05-29
PMID:36944956,literature,PubMed,36944956,https://pubmed.ncbi.nlm.nih.gov/36944956/,10.1186/s12986-023-00739-y,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,2023,Nutrition & metabolism,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,codex,2026-05-29
PMID:33459204,literature,PubMed,33459204,https://pubmed.ncbi.nlm.nih.gov/33459204/,10.3920/BM2020.0111,33459204,Probiotics as a therapeutic strategy in obesity and overweight: a systematic review.,2021,Beneficial microbes,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,codex,2026-05-29
