evidence_id,source_database,source_accession,doi,pmid,title,year,evidence_type,priority,relevance_score,study_tag,intervention_type_hint,taxa_hint,outcome_hint,needs_manual_review,source_url
NCT:NCT00522353,ClinicalTrials.gov,NCT00522353,,,Prebiotic Fiber as a Modifier of Satiety Hormones and Body Weight in Overweight and Obese Adults,2007,clinical_trial,high,2,clinical_trial_registry,prebiotic,,weight,True,https://clinicaltrials.gov/study/NCT00522353
PMID:20216555,PubMed,20216555,10.1038/ejcn.2010.19,20216555.0,Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.,2010,literature,high,2,randomized_controlled_trial,probiotic,Lactobacillus,,True,https://pubmed.ncbi.nlm.nih.gov/20216555/
NCT:NCT01650025,ClinicalTrials.gov,NCT01650025,,,"Effects of VSL#3 on Metabolic, Endocrine, Lipidomic and Inflammatory Parameters of Pediatric Patients With BMI>90°",2012,clinical_trial,high,2,clinical_trial_registry,,,BMI;lipid;glucose,True,https://clinicaltrials.gov/study/NCT01650025
NCT:NCT05671731,ClinicalTrials.gov,NCT05671731,,,Combining Prebiotic and Diet/Physical Activity Educational Program Effects on Body Composition and Intestinal Microbiota in Children,2012,clinical_trial,high,2,clinical_trial_registry,prebiotic,,body_composition;microbiome,True,https://clinicaltrials.gov/study/NCT05671731
NCT:NCT01870544,ClinicalTrials.gov,NCT01870544,,,"Does Weight Loss Surgery and Probiotic Supplementation Lead to a ""Lean"" Gut Microbiota?",2013,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight;microbiome,True,https://clinicaltrials.gov/study/NCT01870544
PMID:24184299,PubMed,24184299,10.1016/j.jped.2013.07.003,24184299.0,A randomized triple-masked controlled trial on the effects of synbiotics on inflammation markers in overweight children.,2014,literature,high,2,randomized_controlled_trial,synbiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/24184299/
PMID:38953736,PubMed,38953736,10.1039/d4fo01269k,38953736.0,"Beneficial effects of a new probiotic formulation on adipocytokines, appetite-regulating hormones, and metabolic parameters in obese women.",2024,literature,medium,2,needs_manual_classification,probiotic,,glucose,True,https://pubmed.ncbi.nlm.nih.gov/38953736/
PMID:38940505,PubMed,38940505,10.1128/cmr.00045-23,38940505.0,Role of the intestinal microbiota in contributing to weight disorders and associated comorbidities.,2024,literature,medium,2,needs_manual_classification,,,weight;microbiome,True,https://pubmed.ncbi.nlm.nih.gov/38940505/
PMID:39125666,PubMed,39125666,10.3390/ijms25158098,39125666.0,Metabolic Syndrome and Psoriasis: Pivotal Roles of Chronic Inflammation and Gut Microbiota.,2024,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://pubmed.ncbi.nlm.nih.gov/39125666/
PMID:39400776,PubMed,39400776,10.1186/s13568-024-01769-2,39400776.0,Impact of bariatric surgery on gut microbiota composition in obese patients compared to healthy controls.,2024,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/39400776/
PMID:38409604,PubMed,38409604,10.1038/s42255-024-00988-y,38409604.0,Resistant starch intake facilitates weight loss in humans by reshaping the gut microbiota.,2024,literature,medium,2,needs_manual_classification,,,weight;microbiome,True,https://pubmed.ncbi.nlm.nih.gov/38409604/
EUROPEPMC:39159270,PubMed,39159270,10.1111/febs.17249,39159270.0,Obesity and the gut microbiota: implications of neuroendocrine and immune signaling.,2025,literature,medium,2,needs_manual_classification,,,microbiome,True,https://europepmc.org/article/MED/39159270
EUROPEPMC:40295195,PubMed,40295195,10.4014/jmb.2501.01024,40295195.0,"Microbiome, Potential Therapeutic Agents: New Players of Obesity Treatment.",2025,literature,medium,2,needs_manual_classification,,,microbiome,True,https://europepmc.org/article/MED/40295195
EUROPEPMC:41426235,PubMed,41426235,10.2147/tcrm.s540144,41426235.0,Modulating Metabolic Health and Physiological Functions: Advances in Dietary Interventions Targeting Gut Microbiota.,2025,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://europepmc.org/article/MED/41426235
EUROPEPMC:41220421,PubMed,41220421,10.1155/sci5/3367875,41220421.0,Therapeutic Potential Targeting Gut Microbiota Modulation With Emphasis on <i>Lactobacillus</i> spp. in Common Metabolic Disorders: A Systematic Review.,2025,literature,medium,2,meta_analysis_or_systematic_review,,Lactobacillus,glucose;microbiome,True,https://europepmc.org/article/MED/41220421
PMID:39984625,PubMed,39984625,10.1038/s41598-025-90820-8,39984625.0,Effects of oral supplementation of probiotics on body weight and visceral fat in obese patients: a meta-analysis and systematic review.,2025,literature,medium,2,meta_analysis_or_systematic_review,probiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/39984625/
PMID:40637175,PubMed,40637175,10.1002/14651858.CD015875,40637175.0,Gut microbiome-based interventions for the management of obesity in children and adolescents aged up to 19 years.,2025,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/40637175/
PMID:39997695,PubMed,39997695,10.3390/metabo15020070,39997695.0,Synergistic Effects of Probiotics and Lifestyle Interventions on Intestinal Microbiota Composition and Clinical Outcomes in Obese Adults.,2025,literature,medium,2,needs_manual_classification,probiotic,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/39997695/
PMID:40192559,PubMed,40192559,10.1089/jmf.2023.0233,40192559.0,The Effect of Prebiotics and Probiotics (Synbiotics) on Weight Loss and Biochemical Parameters in Obese Individuals.,2025,literature,medium,2,needs_manual_classification,probiotic;prebiotic;synbiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/40192559/
PMID:40434504,PubMed,40434504,10.1007/s12602-025-10605-3,40434504.0,Harnessing Probiotics: Exploring the Role of the Gut Microbiome in Combating Obesity.,2025,literature,medium,2,needs_manual_classification,probiotic,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/40434504/
PMID:41348832,PubMed,41348832,10.1371/journal.pone.0337760,41348832.0,"Human-derived fecal virome transplantation (FVT) reshapes the murine gut microbiota and virome, enhancing glucose regulation.",2025,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41348832/
PMID:41374064,PubMed,41374064,10.3390/nu17233774,41374064.0,Marine-Algal-Derived Postbiotics Modulating the Gut Microbiota-Adipose Tissue Axis in Obesity: A New Frontier.,2025,literature,medium,2,needs_manual_classification,postbiotic,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41374064/
EUROPEPMC:39944116,PubMed,39944116,10.1017/gmb.2024.12,39944116.0,"The effect of probiotics, prebiotics and synbiotics on gut microbial community profile in overweight and obese Latin American and Caribbean populations: a systematic review of human trials.",2025,literature,medium,2,meta_analysis_or_systematic_review,probiotic;prebiotic;synbiotic,,weight,True,https://europepmc.org/article/MED/39944116
EUROPEPMC:41246285,PubMed,41246285,10.3389/fmedt.2025.1695329,41246285.0,Microbiome-based therapeutics for metabolic disorders: harnessing microbial intrusions for treatment.,2025,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://europepmc.org/article/MED/41246285
EUROPEPMC:41133047,PubMed,41133047,10.7759/cureus.92881,41133047.0,Efficacy of Gut Microbiome-Targeted Therapies in Modulating Systemic Inflammation and Low-Grade Chronic Inflammatory States in Adults With Metabolic Disorders: A Systematic Review.,2025,literature,medium,2,meta_analysis_or_systematic_review,,,glucose;microbiome,True,https://europepmc.org/article/MED/41133047
EUROPEPMC:41373952,PubMed,41373952,10.3390/nu17233661,41373952.0,Obesity and Diabetes in Mexico: An Approach to the Intestinal Microbiota.,2025,literature,medium,2,needs_manual_classification,,,microbiome,True,https://europepmc.org/article/MED/41373952
EUROPEPMC:41576942,PubMed,41576942,10.1016/j.xcrm.2025.102573,41576942.0,"Gut microbiome and obesity care: Bridging dietary, surgical, and pharmacological interventions.",2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://europepmc.org/article/MED/41576942
PMID:41871887,PubMed,41871887,10.1111/jog.70244,41871887.0,Effects of Nutritional Supplement Intake on Pregnancy Outcomes in Overweight and Obese Women: A Systematic Review and Meta-Analysis.,2026,literature,medium,2,meta_analysis_or_systematic_review,,,weight,True,https://pubmed.ncbi.nlm.nih.gov/41871887/
PMID:41961895,PubMed,41961895,10.1111/jpc.70344,41961895.0,"Effects of Probiotic and Synbiotic Supplementation on Metabolic and Hepatic Outcomes in Children and Adolescents With Obesity, Including Those With Obesity-Related Metabolic Dysfunction-Associated Steatotic Liver Disease: A Systematic Review and Meta-Analysis.",2026,literature,medium,2,meta_analysis_or_systematic_review,probiotic;synbiotic,,glucose,True,https://pubmed.ncbi.nlm.nih.gov/41961895/
PMID:41205303,PubMed,41205303,10.1016/j.micres.2025.128393,41205303.0,Bacteroides acidifaciens alleviates high-fat diet-induced obesity-related osteoporosis by regulating gut microbiota and bile acid metabolism via the gut-bone axis.,2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41205303/
PMID:41499920,PubMed,41499920,10.1016/j.clnu.2025.106558,41499920.0,Gut microbiota composition and derived enterotypes are associated with ponderal status in preschool children. Childhood obesity risk assessment longitudinal study (CORALS) cohort.,2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41499920/
PMID:41599902,PubMed,41599902,10.3390/nu18020290,41599902.0,Personalized Nutrition Through the Gut Microbiome in Metabolic Syndrome and Related Comorbidities.,2026,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41599902/
PMID:41812148,PubMed,41812148,10.1093/nutrit/nuaf255,41812148.0,"Effects of Polyphenols on Gut Health and Inflammation in Overweight and Obese Populations: A Systematic Review and Meta-analysis of Dose, Duration, and Food Matrix.",2026,literature,medium,2,meta_analysis_or_systematic_review,,,weight,True,https://pubmed.ncbi.nlm.nih.gov/41812148/
PMID:41882376,PubMed,41882376,10.1038/s41390-026-04877-w,41882376.0,Genetically mediated causal relationship between gut microbiota composition and childhood obesity.,2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41882376/
PMID:42157654,PubMed,42157654,10.1002/mnfr.70495,42157654.0,"Gut Microbiota as a Mediator of Sarcopenic Obesity: Mechanisms, Modifiable Factors, and Healthcare Burden.",2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/42157654/
EUROPEPMC:41850442,PubMed,41850442,10.1016/j.jsbmb.2026.106998,41850442.0,Targeting 7-ketocholesterol-driven metabolic dysfunction in obesity: Therapeutic potential of Bifidobacterium and dietary antioxidants.,2026,literature,medium,2,needs_manual_classification,,Bifidobacterium,lipid;glucose,True,https://europepmc.org/article/MED/41850442
EUROPEPMC:10.64898/2026.04.07.716956,publisher supplementary data,10.64898/2026.04.07.716956,10.64898/2026.04.07.716956,,Engineered Lactate Catabolizing Probiotics Reveal Timescale Dependent Microbiome-Host Metabolic Coupling,2026,literature,medium,2,needs_manual_classification,probiotic,,glucose;microbiome,True,
EUROPEPMC:41999447,PubMed,41999447,10.1007/s12325-026-03577-5,41999447.0,Reconsidering Obesity in India Through a Gut-Metabolic Lens: Mechanistic Insights and the Emerging Role of Synbiotics in Individuals with the Thin-Fat Phenotype.,2026,literature,medium,2,needs_manual_classification,synbiotic,,glucose,True,https://europepmc.org/article/MED/41999447
EUROPEPMC:42015346,PubMed,42015346,10.1080/19490976.2026.2644677,42015346.0,Gut microbiome and metabolic health: mechanisms and precision interventions.,2026,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://europepmc.org/article/MED/42015346
EUROPEPMC:41507594,PubMed,41507594,10.1007/s00198-025-07801-w,41507594.0,"Impact of probiotic, prebiotic, and synbiotic supplementation on the gut microbiome in older adults with sarcopenia, obesity, and sarcopenic obesity.",2026,literature,medium,2,needs_manual_classification,probiotic;prebiotic;synbiotic,,microbiome,True,https://europepmc.org/article/MED/41507594
EUROPEPMC:42072163,PubMed,42072163,10.3390/antiox15040522,42072163.0,"Microbiota-Gut-Brain Axis Disruption, Neuroinflammation, and Potential Antioxidant-Based Treatments in Metabolic Diseases.",2026,literature,medium,2,needs_manual_classification,,,glucose;microbiome,True,https://europepmc.org/article/MED/42072163
EUROPEPMC:42051485,PubMed,42051485,10.3389/fimmu.2026.1803488,42051485.0,Targeted regulation of adipose tissue macrophages from an immunometabolic perspective: a novel therapeutic approach for obesity-related metabolic disorders.,2026,literature,medium,2,needs_manual_classification,,,glucose,True,https://europepmc.org/article/MED/42051485
EUROPEPMC:10.21203/rs.3.rs-9134629/v1,publisher supplementary data,10.21203/rs.3.rs-9134629/v1,10.21203/rs.3.rs-9134629/v1,,Blood drops to gut maps: dried blood spot metabolomics infers gut microbiome composition and guides probiotic intervention in metabolic disease,2026,literature,medium,2,needs_manual_classification,probiotic,,glucose;microbiome,True,
EUROPEPMC:41822330,PubMed,41822330,10.3389/fcimb.2026.1705021,41822330.0,Gut microbiota in obesity management: from microbial clocks to precision microbial therapies.,2026,literature,medium,2,needs_manual_classification,,,microbiome,True,https://europepmc.org/article/MED/41822330
EUROPEPMC:41921070,PubMed,41921070,10.1093/lambio/ovag041,41921070.0,Anti-obesity effects of probiotics beyond BMI: a critical review of human clinical trials.,2026,literature,high,2,review,probiotic,,BMI,True,https://europepmc.org/article/MED/41921070
NCT:NCT07559227,ClinicalTrials.gov,NCT07559227,,,"Gut, Immune, and Vascular Health in Metabolically Healthy Obesity",2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,True,https://clinicaltrials.gov/study/NCT07559227
NCT:NCT07593170,ClinicalTrials.gov,NCT07593170,,,AKK Study in Improving Obesity and Metabolic Status in Children and Adolescents,2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,True,https://clinicaltrials.gov/study/NCT07593170
NCT:NCT06710106,ClinicalTrials.gov,NCT06710106,,,Effect of a Low-calorie Diet With a Prebiotic Supplement on Health of Overweight-obese Subjects.,2024,clinical_trial,high,2,clinical_trial_registry,prebiotic,,weight,True,https://clinicaltrials.gov/study/NCT06710106
PMID:41455007,PubMed,41455007,10.1007/s12602-025-10885-9,41455007.0,"Bifidobacterium Breve BBr60 Improves Obesity Via the Gut Microbiota-Short-Chain Fatty Acid-IL-27/GLP-1 Axis: Evidence from a Randomized, Double-Blind, Placebo-Controlled Trial.",2025,literature,high,2,randomized_controlled_trial,,Bifidobacterium,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/41455007/
PMID:40902730,PubMed,40902730,10.1016/j.tjnut.2025.08.026,40902730.0,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,2025,literature,high,2,randomized_controlled_trial,probiotic,,microbiome,True,https://pubmed.ncbi.nlm.nih.gov/40902730/
PMID:39981988,PubMed,39981988,10.1002/mnfr.202400806,39981988.0,"Nutraceutical Blends Promote Weight Loss, Inflammation Reduction, and Better Sleep: The Role of Faecalibacterium prausnitzii in Overweight Adults-A Double-Blind Trial.",2025,literature,high,2,needs_manual_classification,,,weight,True,https://pubmed.ncbi.nlm.nih.gov/39981988/
PMID:39842252,PubMed,39842252,10.1016/j.clnu.2024.12.031,39842252.0,"Effect of caloric restriction with probiotic supplementation on body composition, quality of life, and psychobiological factors of obese men: A randomized, double-blinded placebo-controlled clinical trial.",2025,literature,high,2,randomized_controlled_trial,probiotic,,body_composition,True,https://pubmed.ncbi.nlm.nih.gov/39842252/
PMID:40066582,PubMed,40066582,10.20960/nh.05563,40066582.0,"Effects of probiotic supplementation on blood lipids ın hypercholesterolemic obese patients: a randomized, double-blind, placebo-controlled pilot trial.",2025,literature,high,2,randomized_controlled_trial,probiotic,,lipid,True,https://pubmed.ncbi.nlm.nih.gov/40066582/
EUROPEPMC:40987620,PubMed,40987620,10.1016/j.orcp.2025.08.010,40987620.0,Can pre-/pro and synbiotics affect cardiovascular risk factors in children and adolescence with overweight and obesity? A grade-assessed systematic review and meta-analysis of randomized controlled trials.,2025,literature,high,2,meta_analysis_or_systematic_review,synbiotic,,weight,True,https://europepmc.org/article/MED/40987620
PMID:38999802,PubMed,38999802,10.3390/nu16132055,38999802.0,"Preoperative Multistrain Probiotic Supplementation Does Not Affect Body Weight Changes or Cardiometabolic Risk Factors in Bariatrics: Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",2024,literature,high,2,randomized_controlled_trial,probiotic,,weight;glucose,True,https://pubmed.ncbi.nlm.nih.gov/38999802/
NCT:NCT06213480,ClinicalTrials.gov,NCT06213480,,,Next-Generation Synbiotic in Individuals With Overweight or Obesity,2024,clinical_trial,high,2,clinical_trial_registry,synbiotic,,weight,True,https://clinicaltrials.gov/study/NCT06213480
NCT:NCT05949255,ClinicalTrials.gov,NCT05949255,,,Probiotics and Insulin Resistance in Obese Asthmatics,2024,clinical_trial,high,2,clinical_trial_registry,probiotic,,glucose,True,https://clinicaltrials.gov/study/NCT05949255
NCT:NCT06305650,ClinicalTrials.gov,NCT06305650,,,Probiotic Influence on Obesity-Related Lipidemia,2024,clinical_trial,high,2,clinical_trial_registry,probiotic,,lipid,True,https://clinicaltrials.gov/study/NCT06305650
NCT:NCT07515443,ClinicalTrials.gov,NCT07515443,,,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,2025,clinical_trial,high,2,randomized_controlled_trial,synbiotic,,glucose;microbiome,True,https://clinicaltrials.gov/study/NCT07515443
NCT:NCT06780007,ClinicalTrials.gov,NCT06780007,,,Weight Loss Effect of Akkermansia Muciniphila in Obese Patients,2025,clinical_trial,high,2,clinical_trial_registry,,Akkermansia,weight,True,https://clinicaltrials.gov/study/NCT06780007
PMID:41410576,PubMed,41410576,10.1039/d5fo01687h,41410576.0,"Daily mango (Mangifera indica L.) consumption supplemented with probiotics differentially modulates inflammation and cognitive function in individuals with overweight or obesity: a placebo-controlled, double-blind, and randomized trial.",2026,literature,high,2,randomized_controlled_trial,probiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/41410576/
PMID:41524907,PubMed,41524907,10.1007/s00394-025-03873-w,41524907.0,A multifaceted lifestyle program for weight loss in overweight adults: evidence from a randomised clinical trial.,2026,literature,high,2,randomized_controlled_trial,,,weight,True,https://pubmed.ncbi.nlm.nih.gov/41524907/
PMID:42120725,PubMed,42120725,10.1038/s41591-026-04394-7,42120725.0,Pasteurized Akkermansia muciniphila Muc(T) for weight loss maintenance in people with overweight and obesity: a controlled randomized trial.,2026,literature,high,2,randomized_controlled_trial,,Akkermansia,weight,True,https://pubmed.ncbi.nlm.nih.gov/42120725/
EUROPEPMC:41814326,PubMed,41814326,10.1186/s12986-026-01101-8,41814326.0,Effects of synbiotic supplementation on metabolic profiles in children with obesity: a randomized double-blinded placebo-controlled trial.,2026,literature,high,2,randomized_controlled_trial,synbiotic,,glucose,True,https://europepmc.org/article/MED/41814326
EUROPEPMC:42141362,PubMed,42141362,10.1002/oby.70224,42141362.0,Effect of Sevelamer and B. longum on Insulin Sensitivity in Participants With Obesity: A Randomized Clinical Trial.,2026,literature,high,2,randomized_controlled_trial,,,glucose,True,https://europepmc.org/article/MED/42141362
EUROPEPMC:42074987,PubMed,42074987,10.3390/nu18081174,42074987.0,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of <i>Limosilactobacillus fermentum</i> K8-Lb1 Postbiotic on Weight Management and Metabolic Health Outcomes.",2026,literature,high,2,randomized_controlled_trial,postbiotic,Limosilactobacillus,weight;glucose,True,https://europepmc.org/article/MED/42074987
EUROPEPMC:41938967,PubMed,41938967,10.3389/fpubh.2026.1767108,41938967.0,Efficacy of probiotic supplementation for body weight management in overweight and obese adults: a meta-analysis of randomized controlled trials predominantly from East Asia.,2026,literature,high,2,meta_analysis_or_systematic_review,probiotic,,weight,True,https://europepmc.org/article/MED/41938967
PMID:37239916,PubMed,37239916,10.3390/ijms24108567,37239916.0,"Potential Modulation of Inflammation and Physical Function by Combined Probiotics, Omega-3 Supplementation and Vitamin D Supplementation in Overweight/Obese Patients with Chronic Low-Grade Inflammation: A Randomized, Placebo-Controlled Trial.",2023,literature,high,2,randomized_controlled_trial,probiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/37239916/
PMID:37875559,PubMed,37875559,10.1038/s41598-023-45395-7,37875559.0,"Evaluating probiotic efficacy on weight loss in adults with overweight through a double-blind, placebo-controlled randomized trial.",2023,literature,high,2,randomized_controlled_trial,probiotic,,weight,True,https://pubmed.ncbi.nlm.nih.gov/37875559/
PMID:37929031,PubMed,37929031,10.3389/fendo.2023.1237882,37929031.0,Ameliorating effects of L-carnitine and synbiotic co-supplementation on anthropometric measures and cardiometabolic traits in women with obesity: a randomized controlled clinical trial.,2023,literature,high,2,randomized_controlled_trial,synbiotic,,glucose,True,https://pubmed.ncbi.nlm.nih.gov/37929031/
NCT:NCT06035718,ClinicalTrials.gov,NCT06035718,,,Effect of Transcranial Direct Current Stimulation (tDCS) and Probiotic Supplementation in Overweight Adults,2023,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,True,https://clinicaltrials.gov/study/NCT06035718
