evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
PMID:29688793,literature,PubMed,29688793,https://pubmed.ncbi.nlm.nih.gov/29688793/,10.1089/jmf.2017.3937,29688793,"Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.",2018,Journal of medicinal food,needs_manual_review,evidence_registry,Auto-collected from PubMed E-utilities; requires manual review.,codex,2026-05-29
