evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
NCT:NCT01922791,clinical_trial,ClinicalTrials.gov,NCT01922791,https://clinicaltrials.gov/study/NCT01922791,,,Nutrition and Pregnancy Intervention Study,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07593170,clinical_trial,ClinicalTrials.gov,NCT07593170,https://clinicaltrials.gov/study/NCT07593170,,,AKK Study in Improving Obesity and Metabolic Status in Children and Adolescents,2026,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03994055,clinical_trial,ClinicalTrials.gov,NCT03994055,https://clinicaltrials.gov/study/NCT03994055,,,Effect of an Anti-inflammatory Diet on Patients With Cervical Cancer,2018,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04884776,clinical_trial,ClinicalTrials.gov,NCT04884776,https://clinicaltrials.gov/study/NCT04884776,,,Modulation of Gut Microbiota to Enhance Health and Immunity,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03883191,clinical_trial,ClinicalTrials.gov,NCT03883191,https://clinicaltrials.gov/study/NCT03883191,,,Effect of a Three Combined Probiotics Supplementation on Weight Loss in Obese/Overweight Children,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03261466,clinical_trial,ClinicalTrials.gov,NCT03261466,https://clinicaltrials.gov/study/NCT03261466,,,BIFI-OBESE: Clinical Trial in Paediatric Obesity,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT00164099,clinical_trial,ClinicalTrials.gov,NCT00164099,https://clinicaltrials.gov/study/NCT00164099,,,The Role of Synbiotics in Reducing Post-Operative Infections in Patients Undergoing Cardiac Surgery: A Pilot Study,2005,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06030999,clinical_trial,ClinicalTrials.gov,NCT06030999,https://clinicaltrials.gov/study/NCT06030999,,,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04507867,clinical_trial,ClinicalTrials.gov,NCT04507867,https://clinicaltrials.gov/study/NCT04507867,,,Effect of a NSS to Reduce Complications in Patients With Covid-19 and Comorbidities in Stage III,2020,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07097974,clinical_trial,ClinicalTrials.gov,NCT07097974,https://clinicaltrials.gov/study/NCT07097974,,,Evaluation of the Efficacy of the Composite WM Formula in Body Weight Change,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
